,이름,포지션,출전,클린시트,실점,태클 횟수,태클 성공률,슛 블록 횟수,인터셉트 횟수,걷어내기 횟수,해딩 걷어내기 횟수,라인 밖으로 걷어내기 횟수,볼 소유권 가져오기 횟수,경합 승리,경합 실패,공중볼 경합 승리,공중볼 경합 패배,자책골,실점으로 이어진 실책,어시스트,패스 횟수,경기당 평균 패스 횟수,결정적 기회 창출 횟수,크로스 횟수,크로스 성공률,스루패스 횟수,긴 패스 성공률,경고,퇴장,반칙,옵사이드,골,해딩 골,오른발 골,왼발 골,골포스트,경기당 골,페널티킥 골,프리킥 골,슈팅 횟수,유효 수팅,슈팅 성공률,결정적 찬스 놓친 횟수,선방,페널티킥 선방,펀칭,공중볼 처리,캐칭,던지기 횟수,골킥
135,Mark Bunn ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
136,Dan Burn ,수비수,34,9,42,67,63%,3,42,122,76,0,156,239,157,141,53,0,0,0,"1,569",46.15,2,51,20%,3,45,5,0,32,3,0,0,0,0,1,,,,,,,,,,,,,,
137,Robbie Burton ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
138,Rocky Bushiri Kisonga ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
139,Matt Butcher ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
140,David Button ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
141,Oskar Buur ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
142,Jack Bycroft ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
143,Sam Byram ,수비수,17,3,23,40,55%,5,26,61,33,0,73,97,87,43,39,0,0,0,636,37.41,0,7,14%,0,15,4,0,16,1,0,0,0,0,1,,,,,,,,,,,,,,
144,Willy Caballero ,골키퍼,5,1,7,,,,,,,,,,,,,0,0,0,147,29.4,,,,,31,0,0,0,,0,,,,,,,,,,,,10,0,1,1,0,17,28
145,Gary Cahill ,수비수,25,7,35,15,53%,8,18,111,56,0,98,115,77,87,52,0,0,1,"1,004",40.16,1,0,0%,0,73,1,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,
146,Jake Cain ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
147,Dominic Calvert-Lewin ,공격수,36,,,7,,15,6,36,33,,,,,,,,,1,553,15.36,1,19,,,,9,0,57,13,13,4,6,3,2,0.36,0,0,85,38,45%,17,,,,,,,
148,V챠ctor Camarasa ,미드필더,1,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
149,Brennan Camp ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
150,Leonardo Campana ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
151,Chem Campbell ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
152,Todd Cantwell ,미드필더,37,,,51,61%,13,18,28,6,,148,182,194,20,39,,1,2,"1,065",28.78,1,24,4%,3,30,6,0,33,3,6,0,5,1,0,0.16,0,0,42,16,38%,3,,,,,,,
153,Etienne Capoue ,미드필더,30,,,75,53%,6,68,56,31,,219,186,165,49,19,,0,3,"1,434",47.8,4,23,39%,3,112,8,0,57,0,0,0,0,0,0,0,0,0,19,1,5%,0,,,,,,,
154,Guido Carrillo ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
155,Tom Carroll ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
156,Samir Carruthers ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
157,Scott Carson ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
158,Cameron Carter-Vickers ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
159,Lewis Cass ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
160,Craig Cathcart ,수비수,29,8,37,41,63%,1,25,133,62,1,128,114,83,67,53,0,0,0,914,31.52,0,1,100%,1,66,7,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,
161,Dani Ceballos ,미드필더,24,,,45,51%,5,32,11,6,,153,116,125,9,25,,0,2,"1,251",52.13,1,70,13%,6,76,1,0,19,0,0,0,0,0,0,0,0,0,13,3,23%,0,,,,,,,
162,Petr Cech ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
163,C챕dric Soares ,수비수,21,3,20,53,60%,3,22,45,18,0,69,83,73,20,29,0,0,1,593,28.24,0,72,21%,1,29,1,0,16,0,1,0,0,1,0,,,,,,,,,,,,,,
164,Trevoh Chalobah ,수비수,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
165,Calum Chambers ,수비수,14,3,15,26,38%,4,16,41,25,0,69,77,69,37,31,0,0,1,796,56.86,4,34,12%,0,35,5,0,18,0,1,0,1,0,0,,,,,,,,,,,,,,
166,James Chester ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
167,Chicharito ,공격수,2,,,0,,0,1,0,0,,,,,,,,,0,20,10,0,0,,,,0,0,0,2,1,0,1,0,0,0.5,0,0,3,2,67%,1,,,,,,,
168,Ben Chilwell ,수비수,27,9,26,43,60%,3,28,54,26,0,161,147,148,56,38,0,0,3,"1,654",61.26,5,103,18%,3,54,3,0,29,1,3,0,1,2,1,,,,,,,,,,,,,,
169,Pedro Chirivella ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
170,Tahith Chong ,미드필더,3,,,0,,0,0,0,0,,,,,,,,,0,14,4.67,0,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
171,Hamza Choudhury ,미드필더,20,,,17,47%,3,24,12,5,,51,39,54,12,10,,0,1,496,24.8,0,4,0%,0,19,2,1,12,0,1,0,1,0,0,0.05,0,0,7,2,29%,0,,,,,,,
172,Andreas Christensen ,수비수,21,3,33,38,55%,1,29,56,33,0,107,120,73,69,51,0,0,0,"1,307",62.24,2,0,0%,2,52,5,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,
173,Isaac Christie-Davies ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
174,Dennis Cirkin ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
175,Mitchell Clark ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
176,Matthew Clarke ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
177,Jake Clarke-Salter ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
178,Leighton Clarkson ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
179,Jordy Clasie ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
180,Thomas Clayton ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
181,Tom Cleverley ,미드필더,18,,,28,54%,7,10,15,4,,51,54,61,9,12,,0,0,430,23.89,0,29,21%,0,16,2,0,16,0,1,0,1,0,0,0.06,0,0,17,5,29%,2,,,,,,,
182,Nathaniel Clyne ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
183,Conor Coady ,수비수,38,13,40,36,64%,0,28,117,65,0,244,80,56,33,24,0,2,0,"1,849",48.66,1,0,0%,4,286,5,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,
184,Alex Cochrane ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
185,Jack Colback ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
186,S챕amus Coleman ,수비수,27,5,28,42,74%,2,24,36,20,0,118,128,78,29,20,0,1,1,824,30.52,2,43,7%,0,33,3,1,19,1,0,0,0,0,0,,,,,,,,,,,,,,
187,Will Collar ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
188,Aaron Connolly ,공격수,24,,,7,,13,0,3,2,,,,,,,,,1,146,6.08,1,9,,,,0,0,16,14,3,0,3,0,0,0.13,0,0,38,14,37%,5,,,,,,,
189,Theo Corbeanu ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
190,Jack Cork ,미드필더,30,,,35,69%,8,28,45,24,,171,140,195,56,69,,0,0,923,30.77,2,6,17%,2,48,1,0,33,1,0,0,0,0,0,0,0,0,18,6,33%,1,,,,,,,
191,Paul Coutts ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
192,Conor Coventry ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
193,Martin Cranie ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
194,Aaron Cresswell ,수비수,31,5,51,43,60%,3,35,59,30,1,172,116,111,45,40,0,0,0,"1,251",40.35,4,127,20%,0,67,7,0,16,2,3,0,1,2,0,,,,,,,,,,,,,,
195,Kane Crichlow ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
196,Andrew Crofts ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
197,Peter Crouch ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
198,Cuco Martina ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
199,Josh Cullen ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
200,Jamie Cumming ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
201,Luke Cundle ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
202,Patrick Cutrone ,공격수,12,,,4,,3,2,1,1,,,,,,,,,0,59,4.92,1,6,,,,0,0,5,4,2,0,1,1,0,0.17,0,0,11,4,36%,2,,,,,,,
203,Renat Dadashov ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
204,Pontus Dahlberg ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
205,Sam Dalby ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
206,Vontae Daley-Campbell ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
207,James Daly ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
208,Daniel Podence ,미드필더,9,,,3,100%,4,2,1,0,,12,19,21,0,6,,0,0,95,10.56,2,5,20%,1,3,0,0,5,3,1,1,0,0,0,0.11,0,0,10,3,30%,0,,,,,,,
209,Charlie Daniels ,수비수,2,0,2,1,100%,0,1,4,4,0,11,3,2,2,0,0,0,0,37,18.5,0,5,40%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
210,Danilo ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
211,Arnaut Danjuma Groeneveld ,공격수,14,,,4,,2,8,3,1,,,,,,,,,0,221,15.79,0,9,,,,0,0,0,6,0,0,0,0,1,0,0,0,13,4,31%,2,,,,,,,
212,Scott Dann ,수비수,16,5,14,8,50%,2,14,64,29,0,73,52,44,39,32,0,0,1,582,36.38,0,2,50%,0,37,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,
213,Kevin Danso ,수비수,6,1,8,6,67%,0,2,7,3,0,13,18,24,7,12,0,0,1,131,21.83,0,4,0%,0,4,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,
214,Karl Darlow ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
215,Matteo Darmian ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
216,David Luiz ,수비수,33,8,38,28,57%,4,32,126,76,0,128,98,90,52,42,0,2,1,"1,799",54.52,2,5,60%,12,161,5,2,30,1,2,1,1,0,0,,,,,,,,,,,,,,
217,Archie Davies ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
218,Keinan Davis ,공격수,18,,,1,,2,0,3,2,,,,,,,,,0,136,7.56,0,2,,,,0,0,12,3,0,0,0,0,0,0,0,0,17,5,29%,3,,,,,,,
219,Craig Dawson ,수비수,29,4,49,29,62%,8,34,111,69,1,123,144,90,102,46,0,0,0,937,32.31,0,4,25%,1,86,6,0,31,0,2,1,1,0,1,,,,,,,,,,,,,,
220,Jonathan De Bie ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
221,Kevin De Bruyne ,미드필더,35,,,45,53%,29,18,23,14,,136,138,153,17,17,,0,20,"1,907",54.49,33,304,25%,32,121,3,0,26,3,13,0,11,2,6,0.37,2,1,99,31,31%,3,,,,,,,
222,David de Gea ,골키퍼,38,13,36,,,,,,,,,,,,,0,3,0,786,20.68,,,,,96,2,0,0,,0,,,,,,,,,,,,96,0,9,9,11,153,268
223,Troy Deeney ,공격수,27,,,19,,13,11,26,17,,,,,,,,,2,709,26.26,8,10,,,,3,0,37,12,10,1,7,2,0,0.37,5,0,45,23,51%,9,,,,,,,
224,Jermain Defoe ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
225,Steven Defour ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
226,Fabian Delph ,미드필더,16,,,26,46%,3,15,16,9,,94,69,51,15,9,,1,0,781,48.81,0,8,63%,1,58,3,1,18,0,0,0,0,0,0,0,0,0,3,0,0%,0,,,,,,,
227,Mousa Demb챕l챕 ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
228,Jason Denayer ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
229,Leander Dendoncker ,미드필더,38,,,68,46%,5,38,61,42,,152,187,167,96,84,,1,0,"1,323",34.82,1,8,38%,0,66,5,0,31,0,4,1,2,1,0,0.11,0,0,20,5,25%,1,,,,,,,
230,William Dennis ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
231,Gerard Deulofeu ,공격수,28,,,33,,21,25,5,0,,,,,,,,,5,721,25.75,5,96,,,,3,0,27,18,4,0,3,1,5,0.14,1,0,64,21,33%,5,,,,,,,
232,Kiernan Dewsbury-Hall ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
233,Fousseni Diabat챕 ,공격수,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
234,Mohamed Diam챕 ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
235,Grady Diangana ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
236,Brahim D챠az ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
237,Eric Dier ,미드필더,19,,,21,57%,0,21,61,37,,59,95,75,66,42,,0,2,914,48.11,0,3,0%,3,47,5,0,19,1,0,0,0,0,1,0,0,0,8,1,13%,2,,,,,,,
238,Lucas Digne ,수비수,35,7,49,73,67%,15,42,93,47,0,182,237,167,114,53,1,0,7,"1,374",39.26,8,270,27%,2,64,6,0,43,3,0,0,0,0,1,,,,,,,,,,,,,,
239,Diogo Dalot ,수비수,4,0,1,3,67%,0,2,1,1,0,5,6,7,3,1,0,0,0,51,12.75,0,3,0%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
240,Diogo Jota ,공격수,34,,,28,,23,9,9,5,,,,,,,,,1,840,24.71,3,38,,,,4,0,42,3,7,0,4,3,1,0.21,0,0,69,26,38%,12,,,,,,,
241,Alpha Richard Dionkou ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
242,Issa Diop ,수비수,32,4,54,27,56%,1,47,164,84,0,145,122,84,79,40,0,1,1,974,30.44,3,1,0%,0,49,8,0,31,1,3,2,1,0,0,,,,,,,,,,,,,,
243,Elijah Dixon-Bonner ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
244,Moussa Djenepo ,미드필더,18,,,27,78%,3,9,9,3,,48,104,92,3,16,,0,2,239,13.28,3,21,19%,1,5,4,1,23,3,2,0,2,0,0,0.11,0,0,20,8,40%,3,,,,,,,
245,Mihai-Alexandru Dobre ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
246,Matt Doherty ,수비수,36,12,31,55,53%,9,40,47,30,0,160,233,169,133,97,0,0,3,"1,476",41,2,45,16%,1,47,1,0,28,3,4,1,0,3,1,,,,,,,,,,,,,,
247,Domingos Quina ,미드필더,4,,,2,0%,0,0,0,0,,4,4,6,0,2,,0,0,10,2.5,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,
248,Abdoulaye Doucour챕 ,미드필더,37,,,64,47%,20,31,31,11,,270,174,206,55,57,,0,2,"1,678",45.35,6,29,17%,0,41,9,0,51,6,4,0,4,0,1,0.11,0,0,61,12,20%,4,,,,,,,
249,Douglas Luiz ,미드필더,36,,,46,52%,16,36,47,18,,205,147,162,30,36,,1,2,"1,208",33.56,3,24,25%,4,92,8,0,51,0,3,0,2,1,0,0.08,0,0,38,12,32%,2,,,,,,,
250,Kieran Dowell ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
251,Tommy Doyle ,미드필더,1,,,0,0%,0,0,0,0,,1,1,1,0,0,,0,0,20,20,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,
252,Jake Doyle-Hayes ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
253,Luke Dreher ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
254,Daniel Drinkwater ,미드필더,5,,,7,57%,0,6,5,2,,36,9,36,0,6,,1,0,192,38.4,0,1,0%,0,10,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0%,0,,,,,,,
255,Anthony Driscoll-Glennon ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
256,Josip Drmic ,공격수,21,,,3,,3,1,5,3,,,,,,,,,0,160,7.62,1,3,,,,0,1,6,7,1,0,1,0,2,0.05,0,0,14,6,43%,3,,,,,,,
257,Martin Dubravka ,골키퍼,38,11,58,,,,,,,,,,,,,0,5,0,969,25.5,,,,,300,0,0,0,,0,,,,,,,,,,,,140,0,18,21,9,119,340
258,Ondrej Duda ,미드필더,10,,,18,61%,5,6,7,5,,48,42,42,6,18,,0,0,338,33.8,2,43,30%,3,14,0,0,9,2,0,0,0,0,1,0,0,0,10,4,40%,0,,,,,,,
259,Shane Duffy ,수비수,19,2,18,18,50%,1,21,70,48,0,56,98,48,70,26,0,0,0,641,33.74,0,1,100%,0,44,2,0,14,0,1,0,1,0,0,,,,,,,,,,,,,,
260,Paul Dummett ,수비수,16,3,20,27,63%,0,23,61,31,0,54,62,44,28,32,1,0,0,449,28.06,0,15,13%,0,25,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,
261,Lewis Dunk ,수비수,36,9,50,40,60%,5,55,123,53,1,250,161,99,99,52,0,0,3,"2,251",62.53,1,1,0%,1,164,9,0,19,1,3,1,2,0,1,,,,,,,,,,,,,,
262,Jimmy Dunne ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
263,Jake Eastwood ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
264,Ederson ,골키퍼,35,16,28,,,,,,,,,,,,,0,3,0,899,25.69,,,,,124,3,1,2,,0,,,,,,,,,,,,68,0,8,12,3,178,139
265,John Egan ,수비수,36,12,30,44,61%,14,58,165,76,0,177,198,129,134,79,0,1,0,"1,290",35.83,1,2,0%,0,111,3,1,34,1,2,1,1,0,0,,,,,,,,,,,,,,
266,Ovie Ejaria ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
267,Anwar El Ghazi ,미드필더,34,,,20,55%,11,13,12,6,,75,97,151,31,57,,0,4,479,14.09,4,107,24%,1,15,3,0,20,12,4,0,4,0,2,0.12,1,0,52,20,38%,7,,,,,,,
268,Callum Elder ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
269,Robert Elliot ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
